date,product_id,product_category,stock_level,safety_stock,reorder_point,max_stock,unit_cost,carrying_cost_percent,demand_variance,supplier_id,inventory_value,carrying_cost,stockout_risk,overstock_risk
2024-12-21,PROD_0066,Healthcare,599,89,179,1078,187.04,0.238,0.427,SUP_0166,112036.95999999999,26664.796479999997,0,0
2024-12-21,PROD_0067,Automotive,1018,152,305,1832,93.93,0.183,0.4,SUP_0094,95620.74,17498.59542,0,0
2024-12-21,PROD_0068,Industrial,1044,156,313,1879,61.3,0.246,0.234,SUP_0058,63997.2,15743.311199999998,0,0
2024-12-21,PROD_0069,Electronics,1129,169,338,2032,49.11,0.255,0.289,SUP_0101,55445.19,14138.52345,0,0
2024-12-21,PROD_0070,Healthcare,1407,211,422,2532,133.08,0.185,0.321,SUP_0165,187243.56000000003,34640.058600000004,0,0
2024-12-21,PROD_0071,Healthcare,1430,214,429,2574,119.51,0.278,0.334,SUP_0043,170899.30000000002,47510.00540000001,0,0
2024-12-21,PROD_0072,Electronics,156,23,46,280,68.36,0.249,0.101,SUP_0151,10664.16,2655.37584,0,0
2024-12-21,PROD_0073,Healthcare,843,126,252,1517,177.73,0.2,0.245,SUP_0116,149826.38999999998,29965.278,0,0
2024-12-21,PROD_0074,Electronics,2170,325,651,3906,180.63,0.209,0.304,SUP_0044,391967.1,81921.12389999999,0,0
2024-12-21,PROD_0075,Automotive,733,109,219,1319,171.74,0.219,0.182,SUP_0144,125885.42000000001,27568.906980000003,0,0
2024-12-21,PROD_0076,Healthcare,848,127,254,1526,150.08,0.342,0.177,SUP_0092,127267.84000000001,43525.60128000001,0,0
2024-12-21,PROD_0077,Healthcare,1039,155,311,1870,121.29,0.209,0.205,SUP_0120,126020.31000000001,26338.24479,0,0
2024-12-21,PROD_0078,Healthcare,284,42,85,511,136.85,0.268,0.265,SUP_0011,38865.4,10415.927200000002,0,0
2024-12-21,PROD_0079,Industrial,755,113,226,1359,83.88,0.247,0.431,SUP_0042,63329.399999999994,15642.361799999999,0,0
2024-12-21,PROD_0080,Industrial,1129,169,338,2032,94.49,0.285,0.414,SUP_0178,106679.20999999999,30403.574849999994,0,0
2024-12-21,PROD_0081,Consumer_Goods,1854,278,556,3337,106.07,0.208,0.132,SUP_0119,196653.78,40903.98624,0,0
2024-12-21,PROD_0082,Electronics,1111,166,333,1999,142.2,0.314,0.243,SUP_0004,157984.19999999998,49607.038799999995,0,0
2024-12-21,PROD_0083,Healthcare,989,148,296,1780,92.27,0.32,0.278,SUP_0104,91255.03,29201.6096,0,0
2024-12-21,PROD_0084,Industrial,345,51,103,621,52.95,0.255,0.158,SUP_0146,18267.75,4658.27625,0,0
2024-12-21,PROD_0085,Electronics,1293,193,387,2327,50.72,0.33,0.393,SUP_0078,65580.95999999999,21641.7168,0,0
2024-12-21,PROD_0086,Healthcare,811,121,243,1459,90.49,0.343,0.178,SUP_0191,73387.39,25171.874770000002,0,0
2024-12-21,PROD_0087,Healthcare,617,92,185,1110,155.36,0.252,0.124,SUP_0079,95857.12000000001,24155.994240000004,0,0
2024-12-21,PROD_0088,Consumer_Goods,1286,192,385,2314,43.61,0.218,0.147,SUP_0095,56082.46,12225.976279999999,0,0
2024-12-21,PROD_0089,Industrial,873,130,261,1571,90.69,0.242,0.44,SUP_0049,79172.37,19159.713539999997,0,0
2024-12-21,PROD_0090,Automotive,218,32,65,392,81.21,0.161,0.239,SUP_0030,17703.78,2850.30858,0,0
2024-12-21,PROD_0091,Industrial,1661,249,498,2989,175.54,0.35,0.25,SUP_0015,291571.94,102050.17899999999,0,0
2024-12-21,PROD_0092,Automotive,526,78,157,946,186.38,0.226,0.271,SUP_0032,98035.88,22156.108880000003,0,0
2024-12-21,PROD_0093,Consumer_Goods,1937,290,581,3486,99.51,0.158,0.369,SUP_0082,192750.87000000002,30454.637460000005,0,0
2024-12-21,PROD_0094,Healthcare,878,131,263,1580,59.95,0.241,0.408,SUP_0155,52636.100000000006,12685.3001,0,0
2024-12-21,PROD_0095,Automotive,1674,251,502,3013,195.82,0.315,0.379,SUP_0002,327802.68,103257.84419999999,0,0
2024-12-21,PROD_0096,Electronics,1669,250,500,3004,139.01,0.311,0.343,SUP_0089,232007.68999999997,72154.39158999998,0,0
2024-12-21,PROD_0097,Industrial,762,114,228,1371,32.26,0.269,0.258,SUP_0021,24582.12,6612.59028,0,0
2024-12-21,PROD_0098,Industrial,795,119,238,1431,53.14,0.314,0.349,SUP_0161,42246.3,13265.3382,0,0
2024-12-21,PROD_0099,Industrial,1870,280,561,3366,190.91,0.167,0.152,SUP_0104,357001.7,59619.2839,0,0
2024-12-21,PROD_0100,Electronics,1650,247,495,2970,145.19,0.171,0.212,SUP_0120,239563.5,40965.3585,0,0
2024-12-22,PROD_0001,Consumer_Goods,1084,162,325,1951,101.05,0.333,0.367,SUP_0041,109538.2,36476.2206,0,0
2024-12-22,PROD_0002,Electronics,364,54,109,655,107.54,0.305,0.142,SUP_0096,39144.560000000005,11939.090800000002,0,0
2024-12-22,PROD_0003,Industrial,551,82,165,991,17.3,0.234,0.127,SUP_0178,9532.300000000001,2230.5582000000004,0,0
2024-12-22,PROD_0004,Consumer_Goods,1573,235,471,2831,77.53,0.207,0.2,SUP_0076,121954.69,25244.62083,0,0
2024-12-22,PROD_0005,Healthcare,633,94,189,1139,103.81,0.298,0.422,SUP_0123,65711.73,19582.09554,0,0
2024-12-22,PROD_0006,Industrial,1532,229,459,2757,142.65,0.302,0.438,SUP_0071,218539.80000000002,65999.0196,0,0
2024-12-22,PROD_0007,Industrial,1887,283,566,3396,138.76,0.347,0.354,SUP_0088,261840.12,90858.52163999999,0,0
2024-12-22,PROD_0008,Industrial,758,113,227,1364,139.61,0.294,0.33,SUP_0085,105824.38,31112.36772,0,0
2024-12-22,PROD_0009,Electronics,1400,210,420,2520,160.45,0.166,0.375,SUP_0034,224629.99999999997,37288.579999999994,0,0
2024-12-22,PROD_0010,Industrial,1369,205,410,2464,70.38,0.217,0.285,SUP_0125,96350.21999999999,20907.997739999995,0,0
2024-12-22,PROD_0011,Automotive,872,130,261,1569,32.92,0.249,0.232,SUP_0179,28706.24,7147.85376,0,0
2024-12-22,PROD_0012,Consumer_Goods,600,90,180,1080,23.19,0.188,0.278,SUP_0122,13914.0,2615.832,0,0
2024-12-22,PROD_0013,Electronics,228,34,68,410,141.14,0.244,0.254,SUP_0137,32179.92,7851.900479999999,0,0
2024-12-22,PROD_0014,Consumer_Goods,1839,275,551,3310,181.28,0.294,0.163,SUP_0178,333373.92,98011.93247999999,0,0
2024-12-22,PROD_0015,Healthcare,1255,188,376,2259,116.55,0.161,0.129,SUP_0029,146270.25,23549.51025,0,0
2024-12-22,PROD_0016,Healthcare,995,149,298,1791,176.81,0.294,0.25,SUP_0072,175925.95,51722.2293,0,0
2024-12-22,PROD_0017,Consumer_Goods,746,111,223,1342,131.22,0.219,0.188,SUP_0167,97890.12,21437.936279999998,0,0
2024-12-22,PROD_0018,Industrial,926,138,277,1666,69.39,0.311,0.212,SUP_0062,64255.14,19983.34854,0,0
2024-12-22,PROD_0019,Consumer_Goods,758,113,227,1364,73.68,0.327,0.374,SUP_0151,55849.44,18262.766880000003,0,0
2024-12-22,PROD_0020,Electronics,183,27,54,329,47.28,0.294,0.422,SUP_0179,8652.24,2543.7585599999998,0,0
2024-12-22,PROD_0021,Consumer_Goods,1365,204,409,2457,141.64,0.173,0.286,SUP_0123,193338.59999999998,33447.57779999999,0,0
2024-12-22,PROD_0022,Automotive,1417,212,425,2550,171.04,0.308,0.173,SUP_0116,242363.68,74648.01344,0,0
2024-12-22,PROD_0023,Consumer_Goods,1094,164,328,1969,32.62,0.27,0.134,SUP_0100,35686.28,9635.2956,0,0
2024-12-22,PROD_0024,Electronics,924,138,277,1663,161.92,0.334,0.267,SUP_0154,149614.08,49971.102719999995,0,0
2024-12-22,PROD_0025,Healthcare,791,118,237,1423,186.32,0.15,0.268,SUP_0123,147379.12,22106.868,0,0
2024-12-22,PROD_0026,Consumer_Goods,1536,230,460,2764,121.42,0.248,0.102,SUP_0195,186501.12,46252.27776,0,0
2024-12-22,PROD_0027,Automotive,1392,208,417,2505,124.72,0.243,0.376,SUP_0085,173610.24,42187.28832,0,0
2024-12-22,PROD_0028,Automotive,1328,199,398,2390,143.76,0.166,0.286,SUP_0064,190913.28,31691.60448,0,0
2024-12-22,PROD_0029,Automotive,74,11,22,133,62.21,0.275,0.26,SUP_0156,4603.54,1265.9735,0,0
2024-12-22,PROD_0030,Electronics,737,110,221,1326,47.41,0.27,0.377,SUP_0164,34941.17,9434.1159,0,0
2024-12-22,PROD_0031,Electronics,1341,201,402,2413,119.64,0.272,0.296,SUP_0196,160437.24,43638.929280000004,0,0
2024-12-22,PROD_0032,Automotive,1282,192,384,2307,160.42,0.244,0.422,SUP_0002,205658.43999999997,50180.65935999999,0,0
2024-12-22,PROD_0033,Consumer_Goods,1390,208,417,2502,42.84,0.289,0.409,SUP_0059,59547.600000000006,17209.256400000002,0,0
2024-12-22,PROD_0034,Consumer_Goods,468,70,140,842,100.12,0.173,0.268,SUP_0044,46856.16,8106.11568,0,0
2024-12-22,PROD_0035,Consumer_Goods,1367,205,410,2460,64.96,0.278,0.388,SUP_0200,88800.31999999999,24686.48896,0,0
2024-12-22,PROD_0036,Healthcare,351,52,105,631,113.39,0.194,0.184,SUP_0063,39799.89,7721.1786600000005,0,0
2024-12-22,PROD_0037,Electronics,1395,209,418,2511,18.58,0.255,0.168,SUP_0192,25919.1,6609.3705,0,0
2024-12-22,PROD_0038,Automotive,1231,184,369,2215,50.14,0.268,0.208,SUP_0060,61722.340000000004,16541.587120000004,0,0
2024-12-22,PROD_0039,Consumer_Goods,175,26,52,315,57.64,0.225,0.27,SUP_0016,10087.0,2269.5750000000003,0,0
2024-12-22,PROD_0040,Healthcare,294,44,88,529,71.21,0.35,0.307,SUP_0067,20935.739999999998,7327.508999999999,0,0
2024-12-22,PROD_0041,Electronics,540,81,162,972,186.52,0.196,0.183,SUP_0063,100720.8,19741.2768,0,0
2024-12-22,PROD_0042,Automotive,1531,229,459,2755,29.21,0.212,0.171,SUP_0156,44720.51,9480.74812,0,0
2024-12-22,PROD_0043,Consumer_Goods,616,92,184,1108,171.99,0.188,0.282,SUP_0149,105945.84000000001,19917.81792,0,0
2024-12-22,PROD_0044,Industrial,774,116,232,1393,137.17,0.34,0.132,SUP_0140,106169.57999999999,36097.6572,0,0
2024-12-22,PROD_0045,Consumer_Goods,152,22,45,273,118.61,0.173,0.29,SUP_0118,18028.72,3118.96856,0,0
2024-12-22,PROD_0046,Industrial,198,29,59,356,142.2,0.324,0.288,SUP_0102,28155.6,9122.4144,0,0
2024-12-22,PROD_0047,Electronics,1324,198,397,2383,32.04,0.204,0.268,SUP_0011,42420.96,8653.875839999999,0,0
2024-12-22,PROD_0048,Automotive,602,90,180,1083,115.48,0.282,0.438,SUP_0106,69518.96,19604.34672,0,0
2024-12-22,PROD_0049,Automotive,983,147,294,1769,52.62,0.331,0.196,SUP_0089,51725.46,17121.12726,0,0
2024-12-22,PROD_0050,Electronics,530,79,159,954,123.33,0.196,0.279,SUP_0166,65364.9,12811.520400000001,0,0
2024-12-22,PROD_0051,Electronics,1606,240,481,2890,111.12,0.198,0.179,SUP_0177,178458.72,35334.82656,0,0
2024-12-22,PROD_0052,Consumer_Goods,1812,271,543,3261,65.0,0.182,0.194,SUP_0172,117780.0,21435.96,0,0
2024-12-22,PROD_0053,Electronics,1454,218,436,2617,36.89,0.174,0.333,SUP_0072,53638.06,9333.022439999999,0,0
2024-12-22,PROD_0054,Industrial,1195,179,358,2151,107.33,0.226,0.37,SUP_0186,128259.34999999999,28986.6131,0,0
2024-12-22,PROD_0055,Consumer_Goods,319,47,95,574,178.5,0.237,0.304,SUP_0135,56941.5,13495.135499999999,0,0
2024-12-22,PROD_0056,Healthcare,1478,221,443,2660,110.25,0.205,0.442,SUP_0151,162949.5,33404.6475,0,0
2024-12-22,PROD_0057,Electronics,751,112,225,1351,64.19,0.197,0.307,SUP_0139,48206.689999999995,9496.717929999999,0,0
2024-12-22,PROD_0058,Healthcare,1285,192,385,2313,185.84,0.249,0.381,SUP_0170,238804.4,59462.2956,0,0
2024-12-22,PROD_0059,Industrial,951,142,285,1711,105.56,0.309,0.433,SUP_0111,100387.56,31019.75604,0,0
2024-12-22,PROD_0060,Automotive,918,137,275,1652,95.18,0.29,0.317,SUP_0200,87375.24,25338.8196,0,0
2024-12-22,PROD_0061,Industrial,1628,244,488,2930,166.46,0.171,0.275,SUP_0109,270996.88,46340.46648,0,0
2024-12-22,PROD_0062,Industrial,1432,214,429,2577,31.94,0.243,0.126,SUP_0104,45738.08,11114.35344,0,0
2024-12-22,PROD_0063,Consumer_Goods,1023,153,306,1841,113.21,0.281,0.133,SUP_0115,115813.82999999999,32543.68623,0,0
2024-12-22,PROD_0064,Healthcare,990,148,297,1782,120.97,0.236,0.272,SUP_0038,119760.3,28263.4308,0,0
2024-12-22,PROD_0065,Healthcare,1139,170,341,2050,15.9,0.187,0.334,SUP_0077,18110.100000000002,3386.5887000000002,0,0
2024-12-22,PROD_0066,Automotive,1322,198,396,2379,60.61,0.165,0.281,SUP_0012,80126.42,13220.8593,0,0
2024-12-22,PROD_0067,Healthcare,1625,243,487,2925,77.53,0.196,0.278,SUP_0163,125986.25,24693.305,0,0
2024-12-22,PROD_0068,Healthcare,866,129,259,1558,142.65,0.229,0.221,SUP_0029,123534.90000000001,28289.492100000003,0,0
2024-12-22,PROD_0069,Consumer_Goods,810,121,243,1458,19.08,0.259,0.247,SUP_0070,15454.8,4002.7932,0,0
2024-12-22,PROD_0070,Consumer_Goods,126,18,37,226,154.4,0.2,0.347,SUP_0024,19454.4,3890.8800000000006,0,0
2024-12-22,PROD_0071,Automotive,1318,197,395,2372,164.05,0.237,0.441,SUP_0172,216217.90000000002,51243.6423,0,0
2024-12-22,PROD_0072,Consumer_Goods,250,37,75,450,67.2,0.189,0.21,SUP_0138,16800.0,3175.2,0,0
2024-12-22,PROD_0073,Electronics,1591,238,477,2863,166.27,0.182,0.437,SUP_0126,264535.57,48145.47374,0,0
2024-12-22,PROD_0074,Consumer_Goods,989,148,296,1780,116.07,0.348,0.305,SUP_0058,114793.23,39948.04403999999,0,0
2024-12-22,PROD_0075,Consumer_Goods,761,114,228,1369,83.15,0.281,0.297,SUP_0022,63277.15,17780.87915,0,0
2024-12-22,PROD_0076,Industrial,1039,155,311,1870,55.9,0.347,0.34,SUP_0183,58080.1,20153.7947,0,0
2024-12-22,PROD_0077,Electronics,647,97,194,1164,139.8,0.194,0.399,SUP_0028,90450.6,17547.416400000002,0,0
2024-12-22,PROD_0078,Healthcare,974,146,292,1753,98.8,0.337,0.259,SUP_0146,96231.2,32429.9144,0,0
2024-12-22,PROD_0079,Industrial,1571,235,471,2827,180.58,0.342,0.389,SUP_0182,283691.18,97022.38356,0,0
2024-12-22,PROD_0080,Automotive,1295,194,388,2331,80.51,0.227,0.401,SUP_0111,104260.45000000001,23667.122150000003,0,0
2024-12-22,PROD_0081,Automotive,689,103,206,1240,49.61,0.216,0.365,SUP_0028,34181.29,7383.158640000001,0,0
2024-12-22,PROD_0082,Automotive,1342,201,402,2415,189.07,0.294,0.31,SUP_0142,253731.94,74597.19036,0,0
2024-12-22,PROD_0083,Healthcare,974,146,292,1753,156.75,0.188,0.307,SUP_0030,152674.5,28702.806,0,0
2024-12-22,PROD_0084,Healthcare,1874,281,562,3373,33.8,0.153,0.423,SUP_0086,63341.2,9691.203599999999,0,0
2024-12-22,PROD_0085,Automotive,375,56,112,675,169.99,0.154,0.388,SUP_0155,63746.25,9816.9225,0,0
2024-12-22,PROD_0086,Electronics,99,14,29,178,94.6,0.159,0.234,SUP_0160,9365.4,1489.0986,0,0
2024-12-22,PROD_0087,Electronics,364,54,109,655,163.29,0.341,0.402,SUP_0093,59437.56,20268.20796,0,0
2024-12-22,PROD_0088,Industrial,1120,168,336,2016,40.88,0.249,0.143,SUP_0187,45785.600000000006,11400.614400000002,0,0
2024-12-22,PROD_0089,Consumer_Goods,213,31,63,383,81.31,0.17,0.281,SUP_0171,17319.03,2944.2351,0,0
2024-12-22,PROD_0090,Healthcare,394,59,118,709,149.19,0.324,0.417,SUP_0024,58780.86,19044.99864,0,0
2024-12-22,PROD_0091,Industrial,462,69,138,831,144.21,0.254,0.221,SUP_0198,66625.02,16922.755080000003,0,0
2024-12-22,PROD_0092,Consumer_Goods,1566,234,469,2818,107.28,0.268,0.149,SUP_0143,168000.48,45024.12864,0,0
2024-12-22,PROD_0093,Automotive,1570,235,471,2826,94.65,0.259,0.348,SUP_0125,148600.5,38487.529500000004,0,0
2024-12-22,PROD_0094,Healthcare,486,72,145,874,64.35,0.233,0.248,SUP_0029,31274.1,7286.8653,0,0
2024-12-22,PROD_0095,Healthcare,2326,348,697,4186,97.22,0.32,0.194,SUP_0080,226133.72,72362.7904,0,0
2024-12-22,PROD_0096,Healthcare,1331,199,399,2395,168.43,0.265,0.135,SUP_0005,224180.33000000002,59407.78745000001,0,0
2024-12-22,PROD_0097,Healthcare,1006,150,301,1810,112.29,0.219,0.252,SUP_0120,112963.74,24739.05906,0,0
2024-12-22,PROD_0098,Industrial,2232,334,669,4017,49.9,0.201,0.157,SUP_0029,111376.8,22386.736800000002,0,0
2024-12-22,PROD_0099,Consumer_Goods,214,32,64,385,144.94,0.231,0.244,SUP_0069,31017.16,7164.96396,0,0
2024-12-22,PROD_0100,Industrial,1873,280,561,3371,97.28,0.298,0.168,SUP_0091,182205.44,54297.22112,0,0
2024-12-23,PROD_0001,Healthcare,79,11,23,142,153.98,0.298,0.315,SUP_0142,12164.42,3624.99716,0,0
2024-12-23,PROD_0002,Healthcare,848,127,254,1526,180.34,0.294,0.131,SUP_0008,152928.32,44960.92608,0,0
2024-12-23,PROD_0003,Consumer_Goods,160,24,48,288,173.93,0.158,0.33,SUP_0155,27828.800000000003,4396.950400000001,0,0
2024-12-23,PROD_0004,Industrial,1098,164,329,1976,14.23,0.318,0.395,SUP_0172,15624.54,4968.60372,0,0
2024-12-23,PROD_0005,Consumer_Goods,1224,183,367,2203,169.6,0.269,0.252,SUP_0120,207590.4,55841.8176,0,0
2024-12-23,PROD_0006,Electronics,886,132,265,1594,184.48,0.303,0.277,SUP_0079,163449.28,49525.13184,0,0
2024-12-23,PROD_0007,Automotive,1508,226,452,2714,73.75,0.274,0.288,SUP_0005,111215.0,30472.910000000003,0,0
2024-12-23,PROD_0008,Electronics,1375,206,412,2475,121.47,0.346,0.187,SUP_0195,167021.25,57789.35249999999,0,0
2024-12-23,PROD_0009,Consumer_Goods,354,53,106,637,47.66,0.168,0.428,SUP_0117,16871.64,2834.43552,0,0
2024-12-23,PROD_0010,Electronics,834,125,250,1501,189.95,0.219,0.317,SUP_0035,158418.3,34693.6077,0,0
2024-12-23,PROD_0011,Automotive,475,71,142,855,81.98,0.179,0.109,SUP_0088,38940.5,6970.349499999999,0,0
2024-12-23,PROD_0012,Consumer_Goods,1366,204,409,2458,16.6,0.274,0.214,SUP_0109,22675.600000000002,6213.114400000001,0,0
2024-12-23,PROD_0013,Consumer_Goods,1060,159,318,1908,159.37,0.345,0.233,SUP_0094,168932.2,58281.609,0,0
2024-12-23,PROD_0014,Consumer_Goods,2277,341,683,4098,114.64,0.327,0.265,SUP_0175,261035.28,85358.53656000001,0,0
2024-12-23,PROD_0015,Consumer_Goods,524,78,157,943,88.75,0.322,0.387,SUP_0004,46505.0,14974.61,0,0
2024-12-23,PROD_0016,Industrial,2135,320,640,3843,44.55,0.155,0.442,SUP_0199,95114.25,14742.70875,0,0
2024-12-23,PROD_0017,Healthcare,1837,275,551,3306,17.25,0.294,0.424,SUP_0199,31688.25,9316.3455,0,0
2024-12-23,PROD_0018,Industrial,264,39,79,475,122.65,0.219,0.326,SUP_0070,32379.600000000002,7091.1324,0,0
2024-12-23,PROD_0019,Industrial,698,104,209,1256,118.8,0.263,0.347,SUP_0027,82922.4,21808.5912,0,0
2024-12-23,PROD_0020,Automotive,368,55,110,662,18.75,0.309,0.139,SUP_0070,6900.0,2132.1,0,0
2024-12-23,PROD_0021,Automotive,723,108,216,1301,159.79,0.279,0.203,SUP_0128,115528.17,32232.359430000004,0,0
2024-12-23,PROD_0022,Automotive,735,110,220,1323,51.65,0.206,0.316,SUP_0159,37962.75,7820.326499999999,0,0
2024-12-23,PROD_0023,Healthcare,1274,191,382,2293,199.68,0.215,0.253,SUP_0098,254392.32,54694.3488,0,0
2024-12-23,PROD_0024,Healthcare,557,83,167,1002,81.84,0.286,0.107,SUP_0013,45584.880000000005,13037.27568,0,0
2024-12-23,PROD_0025,Healthcare,1793,268,537,3227,170.75,0.156,0.255,SUP_0004,306154.75,47760.141,0,0
2024-12-23,PROD_0026,Electronics,1110,166,333,1998,41.73,0.183,0.249,SUP_0021,46320.299999999996,8476.614899999999,0,0
2024-12-23,PROD_0027,Electronics,1190,178,357,2142,63.98,0.219,0.41,SUP_0058,76136.2,16673.8278,0,0
2024-12-23,PROD_0028,Industrial,1285,192,385,2313,58.58,0.306,0.204,SUP_0063,75275.3,23034.2418,0,0
2024-12-23,PROD_0029,Automotive,127,19,38,228,39.94,0.177,0.385,SUP_0041,5072.38,897.81126,0,0
2024-12-23,PROD_0030,Automotive,1513,226,453,2723,20.46,0.303,0.232,SUP_0045,30955.98,9379.66194,0,0
2024-12-23,PROD_0031,Consumer_Goods,161,24,48,289,89.55,0.325,0.304,SUP_0032,14417.55,4685.70375,0,0
2024-12-23,PROD_0032,Automotive,984,147,295,1771,141.74,0.218,0.404,SUP_0167,139472.16,30404.93088,0,0
2024-12-23,PROD_0033,Healthcare,1240,186,372,2232,123.26,0.171,0.257,SUP_0176,152842.4,26136.0504,0,0
2024-12-23,PROD_0034,Electronics,1014,152,304,1825,74.68,0.256,0.282,SUP_0076,75725.52,19385.73312,0,0
2024-12-23,PROD_0035,Industrial,1190,178,357,2142,101.91,0.224,0.371,SUP_0156,121272.9,27165.1296,0,0
2024-12-23,PROD_0036,Industrial,570,85,171,1026,66.06,0.167,0.248,SUP_0033,37654.200000000004,6288.251400000001,0,0
2024-12-23,PROD_0037,Healthcare,473,70,141,851,132.22,0.318,0.44,SUP_0161,62540.06,19887.73908,0,0
2024-12-23,PROD_0038,Healthcare,533,79,159,959,66.47,0.156,0.122,SUP_0190,35428.51,5526.84756,0,0
2024-12-23,PROD_0039,Industrial,1153,172,345,2075,167.75,0.164,0.271,SUP_0012,193415.75,31720.183,0,0
2024-12-23,PROD_0040,Industrial,1087,163,326,1956,156.32,0.295,0.125,SUP_0164,169919.84,50126.35279999999,0,0
2024-12-23,PROD_0041,Consumer_Goods,1107,166,332,1992,65.02,0.28,0.149,SUP_0148,71977.14,20153.5992,0,0
2024-12-23,PROD_0042,Healthcare,1186,177,355,2134,106.2,0.228,0.424,SUP_0073,125953.2,28717.3296,0,0
2024-12-23,PROD_0043,Industrial,724,108,217,1303,66.3,0.26,0.218,SUP_0016,48001.2,12480.312,0,0
2024-12-23,PROD_0044,Healthcare,1392,208,417,2505,59.06,0.164,0.145,SUP_0107,82211.52,13482.68928,0,0
2024-12-23,PROD_0045,Healthcare,1384,207,415,2491,97.44,0.217,0.287,SUP_0158,134856.96,29263.96032,0,0
2024-12-23,PROD_0046,Healthcare,960,144,288,1728,115.19,0.316,0.362,SUP_0151,110582.4,34944.0384,0,0
2024-12-23,PROD_0047,Automotive,953,142,285,1715,117.7,0.152,0.273,SUP_0125,112168.1,17049.5512,0,0
2024-12-23,PROD_0048,Industrial,1001,150,300,1801,98.07,0.164,0.381,SUP_0192,98168.06999999999,16099.563479999999,0,0
2024-12-23,PROD_0049,Electronics,923,138,276,1661,72.21,0.307,0.242,SUP_0031,66649.82999999999,20461.497809999997,0,0
2024-12-23,PROD_0050,Electronics,400,60,120,720,91.79,0.322,0.298,SUP_0115,36716.0,11822.552,0,0
2024-12-23,PROD_0051,Industrial,1191,178,357,2143,18.88,0.219,0.289,SUP_0153,22486.079999999998,4924.45152,0,0
2024-12-23,PROD_0052,Electronics,1200,180,360,2160,80.92,0.193,0.336,SUP_0182,97104.0,18741.072,0,0
2024-12-23,PROD_0053,Automotive,113,16,33,203,111.2,0.241,0.143,SUP_0008,12565.6,3028.3096,0,0
2024-12-23,PROD_0054,Automotive,539,80,161,970,192.08,0.328,0.404,SUP_0054,103531.12000000001,33958.20736000001,0,0
2024-12-23,PROD_0055,Consumer_Goods,455,68,136,819,165.89,0.232,0.325,SUP_0124,75479.95,17511.3484,0,0
2024-12-23,PROD_0056,Electronics,1286,192,385,2314,71.95,0.231,0.388,SUP_0069,92527.7,21373.8987,0,0
2024-12-23,PROD_0057,Electronics,737,110,221,1326,123.32,0.19,0.207,SUP_0109,90886.84,17268.4996,0,0
2024-12-23,PROD_0058,Consumer_Goods,210,31,63,378,169.05,0.191,0.369,SUP_0039,35500.5,6780.5955,0,0
2024-12-23,PROD_0059,Automotive,747,112,224,1344,35.86,0.281,0.128,SUP_0132,26787.42,7527.26502,0,0
2024-12-23,PROD_0060,Electronics,694,104,208,1249,123.48,0.304,0.409,SUP_0098,85695.12000000001,26051.31648,0,0
2024-12-23,PROD_0061,Industrial,855,128,256,1539,147.86,0.211,0.358,SUP_0097,126420.30000000002,26674.683300000004,0,0
2024-12-23,PROD_0062,Healthcare,1476,221,442,2656,144.18,0.173,0.443,SUP_0053,212809.68000000002,36816.07464,0,0
2024-12-23,PROD_0063,Automotive,516,77,154,928,183.47,0.305,0.215,SUP_0198,94670.52,28874.5086,0,0
2024-12-23,PROD_0064,Automotive,1023,153,306,1841,61.92,0.212,0.251,SUP_0034,63344.16,13428.96192,0,0
2024-12-23,PROD_0065,Electronics,1740,261,522,3132,96.36,0.151,0.103,SUP_0109,167666.4,25317.626399999997,0,0
2024-12-23,PROD_0066,Healthcare,1625,243,487,2925,133.57,0.192,0.173,SUP_0130,217051.25,41673.840000000004,0,0
2024-12-23,PROD_0067,Automotive,1404,210,421,2527,70.17,0.152,0.288,SUP_0058,98518.68000000001,14974.83936,0,0
2024-12-23,PROD_0068,Healthcare,1359,203,407,2446,63.11,0.187,0.166,SUP_0164,85766.49,16038.333630000001,0,0
2024-12-23,PROD_0069,Healthcare,842,126,252,1515,56.14,0.167,0.257,SUP_0115,47269.88,7894.06996,0,0
2024-12-23,PROD_0070,Industrial,1333,199,399,2399,196.86,0.309,0.179,SUP_0161,262414.38,81086.04342,0,0
2024-12-23,PROD_0071,Healthcare,1455,218,436,2619,176.69,0.152,0.258,SUP_0056,257083.94999999998,39076.7604,0,0
2024-12-23,PROD_0072,Industrial,1319,197,395,2374,129.02,0.26,0.23,SUP_0127,170177.38,44246.118800000004,0,0
2024-12-23,PROD_0073,Electronics,283,42,84,509,183.67,0.171,0.209,SUP_0131,51978.60999999999,8888.34231,0,0
2024-12-23,PROD_0074,Electronics,1736,260,520,3124,52.61,0.291,0.419,SUP_0116,91330.95999999999,26577.309359999996,0,0
2024-12-23,PROD_0075,Consumer_Goods,1072,160,321,1929,138.65,0.21,0.244,SUP_0127,148632.80000000002,31212.888000000003,0,0
2024-12-23,PROD_0076,Electronics,430,64,129,774,39.17,0.306,0.161,SUP_0142,16843.100000000002,5153.988600000001,0,0
2024-12-23,PROD_0077,Electronics,940,141,282,1692,24.43,0.184,0.446,SUP_0013,22964.2,4225.4128,0,0
2024-12-23,PROD_0078,Healthcare,1167,175,350,2100,17.11,0.183,0.282,SUP_0089,19967.37,3654.0287099999996,0,0
2024-12-23,PROD_0079,Healthcare,1291,193,387,2323,134.73,0.165,0.336,SUP_0036,173936.43,28699.51095,0,0
