shipment_id,supplier_id,product_id,transportation_mode,quantity,distance_miles,shipping_cost,fuel_surcharge,delivery_time_days,planned_delivery_time,actual_delivery_time,on_time_delivery,damage_incidents,carbon_footprint_kg
SHIP_000769,SUP_0065,PROD_0013,Rail,757,1731,124.01,8.16,11,11,14,False,0,1533990.85
SHIP_000770,SUP_0124,PROD_0052,Truck,942,1094,466.31,48.51,2,2,5,True,0,1150224.09
SHIP_000771,SUP_0033,PROD_0044,Truck,630,1488,547.51,70.07,5,5,7,False,0,2217273.18
SHIP_000772,SUP_0050,PROD_0032,Intermodal,974,526,298.38,26.64,16,16,19,True,0,309927.01
SHIP_000773,SUP_0017,PROD_0074,Rail,181,2669,149.94,14.63,10,10,9,True,0,999823.52
SHIP_000774,SUP_0020,PROD_0091,Air,494,401,497.78,30.26,2,2,2,True,1,484754.7
SHIP_000775,SUP_0094,PROD_0034,Air,319,2045,759.88,48.4,2,2,5,True,0,984003.66
SHIP_000776,SUP_0082,PROD_0036,Intermodal,193,640,142.86,10.75,14,14,13,True,0,138421.94
SHIP_000777,SUP_0177,PROD_0036,Truck,368,2576,311.59,27.08,3,3,2,True,0,2285456.67
SHIP_000778,SUP_0019,PROD_0053,Ship,926,379,146.09,14.66,14,14,15,True,0,541634.11
SHIP_000779,SUP_0100,PROD_0002,Ship,601,2306,227.03,11.96,34,34,37,True,0,1599345.42
SHIP_000780,SUP_0126,PROD_0027,Truck,900,1937,429.95,30.48,2,2,1,False,0,4249915.16
SHIP_000781,SUP_0019,PROD_0019,Air,514,1704,671.8,67.94,1,1,1,False,0,487599.22
SHIP_000782,SUP_0093,PROD_0019,Intermodal,685,2215,248.02,16.37,17,17,19,True,0,1550367.27
SHIP_000783,SUP_0170,PROD_0022,Ship,556,1422,199.98,24.31,19,19,22,True,0,521656.85
SHIP_000784,SUP_0108,PROD_0039,Truck,598,2023,290.82,15.42,4,4,4,True,2,1693356.14
SHIP_000785,SUP_0111,PROD_0044,Intermodal,370,2643,334.8,29.01,14,14,14,True,0,1454886.1
SHIP_000786,SUP_0188,PROD_0024,Rail,173,1099,271.54,15.31,7,7,9,True,0,337165.62
SHIP_000787,SUP_0160,PROD_0031,Ship,721,281,167.86,17.13,34,34,36,True,0,290883.29
SHIP_000788,SUP_0019,PROD_0005,Air,502,1592,701.03,37.33,1,1,0,True,0,731675.07
SHIP_000789,SUP_0005,PROD_0066,Truck,568,2618,578.78,58.13,4,4,3,True,0,1141899.79
SHIP_000790,SUP_0037,PROD_0061,Truck,247,2587,550.02,22.89,3,3,3,False,0,806978.08
SHIP_000791,SUP_0159,PROD_0041,Truck,591,2181,236.28,15.7,3,3,2,True,0,1175482.2
SHIP_000792,SUP_0128,PROD_0073,Air,247,2889,626.17,60.77,1,1,2,True,0,1719209.11
SHIP_000793,SUP_0072,PROD_0071,Truck,247,1734,267.81,15.79,5,5,4,True,1,971260.45
SHIP_000794,SUP_0010,PROD_0014,Rail,717,1768,95.44,4.63,12,12,15,True,0,1539781.65
SHIP_000795,SUP_0145,PROD_0042,Truck,63,1430,125.61,9.67,4,4,4,True,0,188568.77
SHIP_000796,SUP_0006,PROD_0028,Truck,836,1013,126.12,8.1,2,2,5,True,0,1444877.95
SHIP_000797,SUP_0032,PROD_0012,Intermodal,72,1176,273.75,12.58,14,14,17,True,0,63588.81
SHIP_000798,SUP_0196,PROD_0031,Air,111,417,340.18,37.93,2,2,2,True,0,102613.6
SHIP_000799,SUP_0176,PROD_0032,Truck,475,1354,223.91,28.57,4,4,7,True,1,1030281.39
SHIP_000800,SUP_0052,PROD_0031,Ship,193,1068,196.17,12.58,30,30,30,True,0,436169.43
SHIP_000801,SUP_0002,PROD_0076,Rail,824,106,210.05,22.14,7,7,8,True,0,209796.8
SHIP_000802,SUP_0011,PROD_0067,Intermodal,151,2446,377.48,36.02,16,16,15,True,0,614917.87
SHIP_000803,SUP_0064,PROD_0057,Truck,651,1442,217.92,15.36,1,1,3,True,0,810106.57
SHIP_000804,SUP_0173,PROD_0036,Air,357,2031,913.32,46.01,1,1,4,True,0,1257858.84
SHIP_000805,SUP_0082,PROD_0026,Air,337,2839,318.08,26.03,1,1,0,True,0,1722801.22
SHIP_000806,SUP_0108,PROD_0044,Rail,633,1710,232.05,20.8,5,5,4,False,0,826341.38
SHIP_000807,SUP_0192,PROD_0045,Truck,993,234,395.86,22.39,5,5,6,True,0,513111.17
SHIP_000808,SUP_0099,PROD_0080,Truck,370,199,493.62,67.97,5,5,4,True,0,165061.74
SHIP_000809,SUP_0018,PROD_0052,Truck,861,1185,293.54,13.66,1,1,3,True,0,2131662.48
SHIP_000810,SUP_0110,PROD_0009,Truck,133,2599,326.88,19.54,3,3,5,True,1,433621.23
SHIP_000811,SUP_0039,PROD_0087,Rail,993,1294,335.16,32.31,10,10,9,True,0,2184926.87
SHIP_000812,SUP_0109,PROD_0026,Truck,281,306,326.5,26.56,6,6,5,True,0,190948.33
SHIP_000813,SUP_0081,PROD_0062,Rail,342,767,173.36,23.4,10,10,12,True,0,593803.32
SHIP_000814,SUP_0191,PROD_0072,Rail,230,2420,301.11,19.47,10,10,10,True,0,1181641.08
SHIP_000815,SUP_0043,PROD_0061,Truck,445,270,309.0,18.31,4,4,6,True,0,202170.69
SHIP_000816,SUP_0008,PROD_0054,Truck,137,1398,233.36,16.39,3,3,5,True,0,302994.2
SHIP_000817,SUP_0032,PROD_0090,Truck,330,1585,160.38,13.48,4,4,5,True,0,747433.65
SHIP_000818,SUP_0172,PROD_0038,Rail,199,2394,120.52,7.41,10,10,10,True,0,335126.16
SHIP_000819,SUP_0108,PROD_0045,Truck,695,2359,339.91,27.65,4,4,5,True,0,3489223.42
SHIP_000820,SUP_0189,PROD_0048,Truck,906,403,111.25,10.06,3,3,5,True,0,439241.68
SHIP_000821,SUP_0103,PROD_0046,Intermodal,396,1651,338.31,26.31,11,11,11,True,1,900552.3
SHIP_000822,SUP_0011,PROD_0082,Ship,480,2488,185.51,18.76,21,21,20,True,0,2633955.36
SHIP_000823,SUP_0145,PROD_0049,Ship,17,2946,123.16,8.9,40,40,43,True,0,105958.56
SHIP_000824,SUP_0173,PROD_0080,Truck,752,1908,510.1,58.69,4,4,3,True,0,1716713.93
SHIP_000825,SUP_0013,PROD_0047,Truck,842,1135,319.93,21.94,1,1,1,False,0,2262378.15
SHIP_000826,SUP_0111,PROD_0054,Rail,512,1735,269.19,14.13,13,13,12,True,0,872525.75
SHIP_000827,SUP_0193,PROD_0079,Air,236,2686,341.47,20.55,2,2,2,False,0,623339.06
SHIP_000828,SUP_0113,PROD_0021,Ship,770,1445,60.29,5.33,27,27,27,True,0,2720403.11
SHIP_000829,SUP_0068,PROD_0027,Truck,227,1519,210.74,25.35,4,4,7,True,0,761089.15
SHIP_000830,SUP_0142,PROD_0034,Rail,85,2600,157.43,10.32,6,6,8,True,0,113879.3
SHIP_000831,SUP_0005,PROD_0026,Rail,102,2170,252.75,27.65,5,5,7,True,0,409369.05
SHIP_000832,SUP_0173,PROD_0035,Truck,574,404,437.3,54.44,2,2,1,True,0,532778.83
SHIP_000833,SUP_0090,PROD_0022,Air,332,794,810.71,61.74,1,1,4,False,0,469733.47
SHIP_000834,SUP_0008,PROD_0049,Truck,738,515,315.15,44.45,1,1,1,True,0,920288.48
SHIP_000835,SUP_0122,PROD_0085,Rail,787,2064,238.48,23.09,13,13,13,True,2,2072548.72
SHIP_000836,SUP_0028,PROD_0037,Truck,591,614,509.61,48.26,3,3,3,True,0,222417.4
SHIP_000837,SUP_0120,PROD_0024,Rail,632,1358,252.5,13.0,5,5,4,True,0,1548302.99
SHIP_000838,SUP_0005,PROD_0088,Intermodal,176,552,208.0,14.9,7,7,7,True,0,108629.26
SHIP_000839,SUP_0111,PROD_0059,Truck,401,1856,391.64,27.08,3,3,5,False,0,399087.75
SHIP_000840,SUP_0025,PROD_0097,Truck,21,617,528.24,69.74,6,6,8,True,0,15195.67
SHIP_000841,SUP_0009,PROD_0054,Truck,751,2812,313.45,32.87,3,3,3,False,0,2555349.67
SHIP_000842,SUP_0047,PROD_0097,Intermodal,585,2771,293.09,18.25,14,14,16,True,0,3304093.78
SHIP_000843,SUP_0029,PROD_0016,Truck,556,1146,421.87,26.22,1,1,3,True,1,572002.26
SHIP_000844,SUP_0155,PROD_0022,Truck,429,474,458.78,35.16,3,3,3,True,0,119153.85
SHIP_000845,SUP_0176,PROD_0073,Air,720,2203,356.23,37.52,1,1,2,True,0,1928033.27
SHIP_000846,SUP_0098,PROD_0054,Rail,750,2711,307.69,31.41,9,9,10,True,0,2235892.81
SHIP_000847,SUP_0053,PROD_0004,Truck,674,1473,305.85,20.62,4,4,7,False,0,2030446.08
SHIP_000848,SUP_0021,PROD_0063,Air,886,297,730.59,65.92,1,1,2,True,0,132000.17
SHIP_000849,SUP_0179,PROD_0059,Ship,509,303,74.03,8.52,18,18,18,True,0,256607.92
SHIP_000850,SUP_0133,PROD_0054,Truck,255,338,267.44,20.6,4,4,4,False,0,43114.35
SHIP_000851,SUP_0158,PROD_0059,Truck,907,1470,524.31,23.21,2,2,2,True,0,2076767.03
SHIP_000852,SUP_0199,PROD_0077,Intermodal,908,1667,165.85,11.74,16,16,16,True,0,2734303.32
SHIP_000853,SUP_0004,PROD_0022,Truck,586,1498,116.26,7.52,5,5,5,True,0,750196.66
SHIP_000854,SUP_0119,PROD_0031,Ship,637,679,159.48,8.62,21,21,22,True,0,543657.88
SHIP_000855,SUP_0140,PROD_0017,Truck,378,2927,628.57,52.97,1,1,1,True,0,1505513.87
SHIP_000856,SUP_0100,PROD_0055,Intermodal,23,1625,250.45,28.77,20,20,21,True,0,29046.83
SHIP_000857,SUP_0160,PROD_0013,Rail,220,2859,167.14,18.36,10,10,9,True,0,649059.02
SHIP_000858,SUP_0157,PROD_0077,Truck,935,413,275.81,39.69,1,1,1,False,0,959284.43
SHIP_000859,SUP_0196,PROD_0094,Rail,517,1559,323.61,39.04,8,8,9,True,0,1202027.4
SHIP_000860,SUP_0040,PROD_0043,Air,476,1713,628.93,57.32,2,2,1,True,0,937401.11
SHIP_000861,SUP_0045,PROD_0030,Truck,236,1572,528.29,28.8,5,5,4,True,0,442424.22
SHIP_000862,SUP_0076,PROD_0052,Rail,756,1885,153.83,11.98,7,7,6,True,1,1319200.94
SHIP_000863,SUP_0108,PROD_0055,Air,920,83,219.19,32.14,1,1,2,True,0,50855.24
SHIP_000864,SUP_0133,PROD_0066,Truck,142,1254,406.19,29.0,3,3,4,True,0,145953.32
SHIP_000865,SUP_0008,PROD_0037,Truck,807,1477,489.34,60.31,4,4,7,True,0,855517.85
SHIP_000866,SUP_0133,PROD_0002,Rail,58,1699,159.28,12.98,9,9,8,True,1,100542.17
SHIP_000867,SUP_0104,PROD_0069,Truck,660,2378,144.94,16.55,1,1,4,True,1,2544955.18
SHIP_000868,SUP_0119,PROD_0093,Intermodal,878,2537,187.67,20.61,19,19,22,True,0,3404380.41
SHIP_000869,SUP_0087,PROD_0088,Rail,332,63,139.82,18.21,6,6,9,True,0,18063.22
SHIP_000870,SUP_0054,PROD_0047,Truck,174,2057,484.28,34.36,5,5,5,True,2,575027.22
SHIP_000871,SUP_0086,PROD_0042,Truck,37,1087,474.04,56.19,1,1,2,True,0,33796.45
SHIP_000872,SUP_0053,PROD_0024,Ship,826,1048,132.86,12.62,20,20,21,True,0,919941.59
SHIP_000873,SUP_0177,PROD_0048,Rail,257,2491,178.16,9.9,9,9,10,True,0,683155.51
SHIP_000874,SUP_0071,PROD_0016,Truck,307,2707,573.75,43.88,5,5,6,True,0,1325518.38
SHIP_000875,SUP_0100,PROD_0058,Intermodal,762,1474,392.13,27.3,7,7,10,True,2,1157934.02
SHIP_000876,SUP_0080,PROD_0023,Truck,788,954,263.15,22.66,1,1,0,True,0,1720361.55
SHIP_000877,SUP_0028,PROD_0018,Truck,31,2360,324.83,21.92,1,1,0,True,0,36648.57
SHIP_000878,SUP_0122,PROD_0011,Truck,493,1692,290.77,20.54,6,6,7,True,0,2003690.31
SHIP_000879,SUP_0037,PROD_0020,Air,240,2293,429.47,46.68,2,2,3,True,0,294986.37
SHIP_000880,SUP_0110,PROD_0012,Truck,913,2976,476.8,29.74,4,4,5,True,0,1512286.42
SHIP_000881,SUP_0131,PROD_0039,Rail,29,2638,232.07,24.75,8,8,9,True,0,47624.93
SHIP_000882,SUP_0184,PROD_0006,Intermodal,221,104,291.23,28.11,19,19,18,True,0,23531.7
SHIP_000883,SUP_0004,PROD_0065,Truck,35,152,440.32,30.31,1,1,1,True,1,10211.01
SHIP_000884,SUP_0138,PROD_0084,Truck,893,2816,299.65,29.24,3,3,3,True,0,4477888.12
SHIP_000885,SUP_0034,PROD_0021,Air,627,1719,718.1,54.49,1,1,2,True,2,943387.85
SHIP_000886,SUP_0030,PROD_0004,Air,562,2115,656.73,71.26,2,2,2,True,0,973014.47
SHIP_000887,SUP_0076,PROD_0037,Truck,420,886,240.4,18.68,5,5,7,False,0,814946.95
SHIP_000888,SUP_0157,PROD_0011,Rail,260,2538,245.75,24.43,11,11,14,True,0,1126069.47
SHIP_000889,SUP_0171,PROD_0035,Truck,165,1219,397.32,38.14,5,5,6,True,0,173740.08
SHIP_000890,SUP_0005,PROD_0093,Air,376,515,307.13,34.11,2,2,1,True,0,193271.34
SHIP_000891,SUP_0041,PROD_0017,Rail,766,2469,140.21,8.64,5,5,5,True,0,3595103.04
SHIP_000892,SUP_0103,PROD_0033,Rail,540,2156,232.8,13.72,10,10,11,True,0,775324.83
SHIP_000893,SUP_0073,PROD_0025,Ship,12,834,198.83,13.15,19,19,18,True,0,10272.5
SHIP_000894,SUP_0031,PROD_0024,Rail,861,2653,349.7,22.66,13,13,15,True,0,4338338.95
SHIP_000895,SUP_0182,PROD_0069,Intermodal,847,560,395.11,53.02,17,17,18,True,0,1130459.9
SHIP_000896,SUP_0015,PROD_0044,Truck,22,1789,544.28,55.7,3,3,4,True,0,58920.83
SHIP_000897,SUP_0084,PROD_0041,Ship,212,2197,113.76,7.41,34,34,33,True,0,1069496.71
SHIP_000898,SUP_0133,PROD_0049,Rail,340,2419,134.83,6.91,8,8,11,True,0,853447.3
SHIP_000899,SUP_0025,PROD_0089,Ship,573,650,98.26,12.67,42,42,45,True,1,474135.82
SHIP_000900,SUP_0040,PROD_0016,Ship,106,148,169.51,9.79,44,44,47,True,0,16339.84
SHIP_000901,SUP_0001,PROD_0049,Intermodal,994,450,304.36,16.81,8,8,10,True,0,804893.71
SHIP_000902,SUP_0107,PROD_0083,Ship,272,286,87.06,10.83,44,44,47,True,0,151259.08
SHIP_000903,SUP_0039,PROD_0024,Truck,808,2886,366.69,42.6,4,4,6,True,1,2243134.96
SHIP_000904,SUP_0046,PROD_0087,Truck,122,770,121.6,12.44,4,4,7,False,0,226294.74
SHIP_000905,SUP_0118,PROD_0016,Truck,400,204,326.03,32.84,3,3,5,True,0,156945.6
SHIP_000906,SUP_0065,PROD_0095,Truck,721,2504,491.39,24.08,5,5,7,True,0,4020048.1
SHIP_000907,SUP_0103,PROD_0033,Truck,656,798,261.37,30.38,3,3,6,True,0,900538.33
SHIP_000908,SUP_0166,PROD_0016,Rail,91,2421,312.48,18.22,10,10,9,True,0,296038.73
SHIP_000909,SUP_0110,PROD_0032,Truck,766,1046,151.81,18.88,2,2,2,True,0,1257043.06
SHIP_000910,SUP_0169,PROD_0083,Truck,647,2715,605.82,51.19,5,5,5,True,0,3323763.96
SHIP_000911,SUP_0019,PROD_0053,Intermodal,285,896,433.75,23.55,20,20,21,True,0,185821.56
SHIP_000912,SUP_0100,PROD_0001,Rail,449,883,254.59,34.59,10,10,12,True,0,337530.74
SHIP_000913,SUP_0142,PROD_0086,Intermodal,102,1436,220.79,27.92,8,8,10,True,0,111157.71
SHIP_000914,SUP_0122,PROD_0026,Rail,426,1065,314.6,31.87,13,13,15,True,0,630723.33
SHIP_000915,SUP_0166,PROD_0016,Rail,336,563,137.84,12.45,13,13,13,True,0,261631.31
SHIP_000916,SUP_0182,PROD_0087,Truck,685,908,242.25,13.65,3,3,5,True,0,836339.32
SHIP_000917,SUP_0094,PROD_0006,Truck,822,743,243.62,26.64,6,6,6,True,0,470051.98
SHIP_000918,SUP_0197,PROD_0060,Air,920,1518,733.99,63.32,2,2,3,True,0,1383302.7
SHIP_000919,SUP_0078,PROD_0064,Truck,672,1937,512.86,41.31,2,2,1,True,0,821082.83
SHIP_000920,SUP_0109,PROD_0089,Intermodal,77,758,397.78,23.75,11,11,14,True,0,91043.47
SHIP_000921,SUP_0147,PROD_0021,Truck,943,1691,277.34,17.02,1,1,3,True,1,2534826.33
SHIP_000922,SUP_0038,PROD_0073,Rail,958,1102,213.57,26.83,13,13,14,True,0,2610739.28
SHIP_000923,SUP_0090,PROD_0058,Truck,101,2955,608.41,67.27,5,5,7,True,1,300510.59
SHIP_000924,SUP_0108,PROD_0098,Intermodal,182,2545,295.67,33.33,8,8,10,True,0,1036522.43
SHIP_000925,SUP_0074,PROD_0065,Truck,422,1786,372.19,35.54,1,1,3,True,0,779558.66
SHIP_000926,SUP_0102,PROD_0024,Truck,885,2520,349.06,35.77,3,3,2,True,0,3314650.96
SHIP_000927,SUP_0085,PROD_0034,Truck,892,338,280.3,19.8,5,5,8,True,1,569585.03
SHIP_000928,SUP_0050,PROD_0087,Truck,636,220,302.2,20.83,1,1,2,True,0,197446.49
SHIP_000929,SUP_0011,PROD_0068,Air,766,1822,888.99,98.45,2,2,3,True,0,2720823.54
SHIP_000930,SUP_0050,PROD_0074,Rail,892,2710,305.55,28.36,7,7,6,True,0,2783104.6
SHIP_000931,SUP_0026,PROD_0098,Rail,984,1389,211.52,21.03,8,8,7,False,0,1854075.68
SHIP_000932,SUP_0046,PROD_0067,Ship,762,719,92.2,11.83,24,24,24,True,0,1362507.07
SHIP_000933,SUP_0019,PROD_0065,Intermodal,608,2459,256.24,14.66,8,8,8,True,0,2263843.9
SHIP_000934,SUP_0014,PROD_0022,Air,769,1663,585.52,37.53,2,2,2,True,0,2226336.97
SHIP_000935,SUP_0041,PROD_0054,Truck,578,103,416.76,37.88,5,5,8,False,1,125445.38
SHIP_000936,SUP_0095,PROD_0073,Air,436,1773,843.83,72.18,1,1,4,True,0,1397194.57
SHIP_000937,SUP_0102,PROD_0022,Air,281,766,608.16,45.52,1,1,2,True,0,107799.19
SHIP_000938,SUP_0076,PROD_0072,Rail,20,2166,161.39,14.04,6,6,7,True,0,55242.36
SHIP_000939,SUP_0006,PROD_0044,Truck,640,135,313.28,31.56,2,2,4,True,1,58372.58
SHIP_000940,SUP_0002,PROD_0100,Intermodal,522,2018,350.42,15.16,18,18,18,True,0,1611740.23
SHIP_000941,SUP_0176,PROD_0029,Truck,925,1687,459.3,46.26,1,1,1,True,0,3587444.36
SHIP_000942,SUP_0124,PROD_0003,Truck,441,264,121.8,8.79,6,6,9,True,0,211008.4
SHIP_000943,SUP_0148,PROD_0045,Truck,228,1247,226.57,14.98,1,1,1,True,0,610618.06
SHIP_000944,SUP_0045,PROD_0010,Truck,895,1380,298.71,16.11,5,5,5,True,0,1520048.44
SHIP_000945,SUP_0199,PROD_0075,Truck,864,556,398.69,54.42,4,4,5,True,1,595573.89
SHIP_000946,SUP_0071,PROD_0030,Truck,51,1008,411.86,24.56,1,1,2,True,0,104529.07
SHIP_000947,SUP_0150,PROD_0054,Truck,54,2052,181.71,13.77,5,5,7,True,1,78015.24
SHIP_000948,SUP_0092,PROD_0004,Rail,328,2577,300.04,18.44,12,12,11,True,0,1128062.48
SHIP_000949,SUP_0039,PROD_0048,Ship,806,1950,193.82,17.72,21,21,24,True,0,2564030.58
SHIP_000950,SUP_0127,PROD_0004,Ship,932,209,128.47,8.53,41,41,43,False,0,354396.43
SHIP_000951,SUP_0137,PROD_0050,Truck,80,805,407.09,49.1,5,5,6,True,0,128255.67
SHIP_000952,SUP_0035,PROD_0075,Air,167,62,235.12,19.26,2,2,3,True,0,18380.71
SHIP_000953,SUP_0054,PROD_0097,Truck,303,1063,305.16,27.97,5,5,7,True,0,369039.85
SHIP_000954,SUP_0155,PROD_0048,Truck,151,1751,127.01,12.03,4,4,4,True,0,418740.84
SHIP_000955,SUP_0127,PROD_0018,Truck,270,722,181.06,13.6,6,6,8,True,0,157428.5
SHIP_000956,SUP_0016,PROD_0023,Ship,43,1488,193.38,24.35,27,27,29,True,0,68741.83
SHIP_000957,SUP_0109,PROD_0062,Air,442,950,349.86,19.34,2,2,4,True,0,588495.69
SHIP_000958,SUP_0175,PROD_0019,Air,734,1413,402.39,34.38,1,1,1,False,0,2073969.74
SHIP_000959,SUP_0115,PROD_0028,Truck,783,1649,496.28,30.78,1,1,2,True,0,2951222.9
SHIP_000960,SUP_0171,PROD_0060,Rail,87,1266,332.87,37.32,5,5,7,True,0,157122.73
SHIP_000961,SUP_0010,PROD_0051,Rail,362,1556,316.8,26.79,5,5,8,True,0,799369.42
SHIP_000962,SUP_0138,PROD_0043,Truck,100,2959,515.04,47.6,1,1,2,True,0,178409.25
SHIP_000963,SUP_0195,PROD_0031,Ship,663,1551,153.98,14.57,25,25,25,False,0,1035540.8
SHIP_000964,SUP_0120,PROD_0063,Truck,332,241,361.15,43.64,2,2,1,True,0,65864.41
SHIP_000965,SUP_0009,PROD_0068,Rail,594,874,143.41,18.85,5,5,6,True,0,863611.59
SHIP_000966,SUP_0158,PROD_0051,Intermodal,743,1056,145.3,17.52,7,7,7,True,0,523863.12
SHIP_000967,SUP_0179,PROD_0090,Ship,365,1491,58.02,7.26,40,40,40,True,1,446993.22
SHIP_000968,SUP_0172,PROD_0099,Truck,415,1930,142.28,11.42,6,6,7,True,0,1551008.95
SHIP_000969,SUP_0187,PROD_0015,Truck,811,1717,367.24,31.78,3,3,5,True,0,719226.5
SHIP_000970,SUP_0170,PROD_0066,Truck,674,2120,432.43,29.64,6,6,8,True,0,1481387.02
SHIP_000971,SUP_0183,PROD_0032,Air,679,1915,343.27,40.19,1,1,2,True,0,2833978.43
SHIP_000972,SUP_0121,PROD_0077,Intermodal,372,1538,146.12,7.03,8,8,9,True,0,346895.61
SHIP_000973,SUP_0013,PROD_0072,Truck,961,2792,427.91,37.66,1,1,0,False,0,6408425.73
SHIP_000974,SUP_0107,PROD_0034,Intermodal,70,2426,436.96,23.35,7,7,8,False,0,318429.01
SHIP_000975,SUP_0035,PROD_0010,Intermodal,804,1160,243.92,18.5,14,14,14,True,1,2053277.75
SHIP_000976,SUP_0029,PROD_0055,Truck,647,1225,354.39,23.87,1,1,2,True,0,1974198.89
SHIP_000977,SUP_0086,PROD_0091,Rail,605,2427,364.97,41.05,10,10,9,True,0,3540242.81
SHIP_000978,SUP_0196,PROD_0003,Ship,758,773,94.06,12.33,23,23,25,True,0,442442.41
SHIP_000979,SUP_0132,PROD_0045,Rail,30,2562,241.61,18.38,13,13,16,True,0,80860.55
SHIP_000980,SUP_0032,PROD_0007,Truck,295,1307,247.81,30.76,2,2,3,True,0,546365.91
SHIP_000981,SUP_0102,PROD_0063,Rail,171,298,200.46,12.89,11,11,11,True,0,46137.88
SHIP_000982,SUP_0140,PROD_0079,Rail,785,1786,160.86,20.31,8,8,7,True,0,1205850.82
SHIP_000983,SUP_0169,PROD_0019,Truck,128,423,454.67,29.31,1,1,0,True,0,109708.06
SHIP_000984,SUP_0196,PROD_0059,Air,647,1893,534.46,25.27,1,1,2,True,2,1399263.25
SHIP_000985,SUP_0164,PROD_0062,Truck,853,2252,259.18,20.52,1,1,1,True,0,2089251.0
SHIP_000986,SUP_0022,PROD_0002,Ship,499,916,69.19,6.08,16,16,16,True,0,765354.47
SHIP_000987,SUP_0196,PROD_0025,Truck,70,1902,409.07,43.17,5,5,5,True,0,224050.36
SHIP_000988,SUP_0183,PROD_0077,Rail,470,2361,363.26,31.83,10,10,9,True,0,1131834.62
SHIP_000989,SUP_0074,PROD_0007,Intermodal,108,62,159.11,23.57,9,9,12,False,0,11407.2
SHIP_000990,SUP_0075,PROD_0100,Truck,480,1974,331.37,30.57,6,6,7,True,0,2044949.4
SHIP_000991,SUP_0115,PROD_0079,Air,814,1705,775.73,68.65,2,2,5,True,0,3152612.6
SHIP_000992,SUP_0132,PROD_0006,Truck,862,2631,261.6,25.06,2,2,4,True,0,1968785.01
SHIP_000993,SUP_0028,PROD_0090,Truck,160,1369,237.36,25.24,2,2,3,True,0,226207.82
SHIP_000994,SUP_0093,PROD_0028,Ship,149,2853,250.62,10.97,25,25,27,True,0,548311.17
SHIP_000995,SUP_0046,PROD_0063,Rail,280,595,275.55,33.78,12,12,12,True,0,321520.97
SHIP_000996,SUP_0152,PROD_0089,Ship,241,1017,101.86,10.74,15,15,15,True,0,144507.19
SHIP_000997,SUP_0162,PROD_0008,Truck,523,1432,417.94,38.37,3,3,6,True,0,895187.43
SHIP_000998,SUP_0056,PROD_0047,Truck,625,2760,163.4,12.62,1,1,2,True,0,4018531.19
SHIP_000999,SUP_0076,PROD_0021,Rail,922,235,170.13,21.88,11,11,10,True,1,538665.97
SHIP_001000,SUP_0184,PROD_0039,Intermodal,16,1071,433.97,36.65,10,10,13,True,0,21001.34
SHIP_001001,SUP_0194,PROD_0013,Ship,448,1244,154.01,17.4,27,27,29,True,1,1174277.7
SHIP_001002,SUP_0113,PROD_0079,Rail,856,885,297.03,35.19,5,5,5,True,0,935928.38
SHIP_001003,SUP_0195,PROD_0047,Air,314,2074,942.07,83.52,2,2,3,True,0,630013.31
SHIP_001004,SUP_0056,PROD_0086,Truck,735,271,254.01,18.75,3,3,2,True,0,315260.19
SHIP_001005,SUP_0096,PROD_0037,Air,500,1833,515.91,34.65,1,1,4,True,0,1595068.5
SHIP_001006,SUP_0063,PROD_0049,Rail,400,1094,146.97,11.91,13,13,12,True,0,556629.34
SHIP_001007,SUP_0092,PROD_0053,Intermodal,609,918,367.33,33.67,12,12,15,False,0,1129050.52
SHIP_001008,SUP_0063,PROD_0049,Truck,147,1424,233.65,17.0,2,2,3,False,0,255203.17
SHIP_001009,SUP_0133,PROD_0018,Truck,29,725,466.61,29.59,6,6,9,True,0,27418.42
SHIP_001010,SUP_0050,PROD_0008,Rail,962,2023,273.41,17.44,5,5,6,True,0,2879156.21
SHIP_001011,SUP_0142,PROD_0005,Truck,467,2030,376.82,35.36,4,4,5,True,0,2259728.53
SHIP_001012,SUP_0161,PROD_0093,Truck,310,346,151.55,17.04,5,5,5,True,0,140049.15
SHIP_001013,SUP_0192,PROD_0023,Truck,321,2288,240.67,23.58,1,1,1,True,0,495934.62
SHIP_001014,SUP_0148,PROD_0099,Intermodal,164,232,241.96,24.49,20,20,21,True,0,60557.71
SHIP_001015,SUP_0045,PROD_0006,Rail,269,1597,275.48,23.2,8,8,7,True,1,991384.19
SHIP_001016,SUP_0123,PROD_0100,Truck,978,142,499.87,48.67,3,3,6,False,0,77266.63
SHIP_001017,SUP_0029,PROD_0025,Truck,287,1678,308.94,35.12,2,2,2,False,0,1036146.55
SHIP_001018,SUP_0006,PROD_0086,Truck,264,2471,224.87,18.34,4,4,4,False,0,616047.82
SHIP_001019,SUP_0005,PROD_0053,Truck,439,1878,578.78,41.99,1,1,2,True,0,1271007.82
SHIP_001020,SUP_0154,PROD_0036,Truck,225,89,270.01,24.92,3,3,4,True,0,36692.81
SHIP_001021,SUP_0160,PROD_0098,Rail,895,1924,276.51,12.9,13,13,15,True,0,4212266.52
SHIP_001022,SUP_0141,PROD_0085,Rail,812,406,125.27,14.24,12,12,12,True,0,223625.4
SHIP_001023,SUP_0132,PROD_0019,Rail,390,91,258.0,17.04,8,8,8,True,0,47269.79
SHIP_001024,SUP_0034,PROD_0041,Rail,284,1898,276.67,22.85,11,11,14,True,0,474305.93
