date,product_id,product_category,stock_level,safety_stock,reorder_point,max_stock,unit_cost,carrying_cost_percent,demand_variance,supplier_id
2024-12-18,PROD_0054,Industrial,1611,241,483,2899,101.44,0.201,0.285,SUP_0113
2024-12-18,PROD_0055,Consumer_Goods,174,26,52,313,88.29,0.196,0.44,SUP_0120
2024-12-18,PROD_0056,Consumer_Goods,742,111,222,1335,85.62,0.296,0.123,SUP_0148
2024-12-18,PROD_0057,Industrial,191,28,57,343,149.8,0.236,0.12,SUP_0071
2024-12-18,PROD_0058,Automotive,865,129,259,1557,91.25,0.175,0.357,SUP_0167
2024-12-18,PROD_0059,Automotive,164,24,49,295,139.75,0.312,0.261,SUP_0112
2024-12-18,PROD_0060,Automotive,1786,267,535,3214,70.18,0.259,0.322,SUP_0111
2024-12-18,PROD_0061,Consumer_Goods,1655,248,496,2979,92.03,0.284,0.41,SUP_0174
2024-12-18,PROD_0062,Industrial,1547,232,464,2784,142.82,0.214,0.192,SUP_0155
2024-12-18,PROD_0063,Automotive,452,67,135,813,23.13,0.307,0.237,SUP_0125
2024-12-18,PROD_0064,Consumer_Goods,767,115,230,1380,133.85,0.291,0.269,SUP_0168
2024-12-18,PROD_0065,Consumer_Goods,507,76,152,912,50.05,0.238,0.158,SUP_0191
2024-12-18,PROD_0066,Healthcare,108,16,32,194,95.34,0.234,0.354,SUP_0077
2024-12-18,PROD_0067,Industrial,987,148,296,1776,58.99,0.243,0.16,SUP_0110
2024-12-18,PROD_0068,Industrial,1009,151,302,1816,127.47,0.287,0.243,SUP_0146
2024-12-18,PROD_0069,Industrial,662,99,198,1191,80.17,0.343,0.199,SUP_0177
2024-12-18,PROD_0070,Consumer_Goods,414,62,124,745,37.27,0.181,0.115,SUP_0001
2024-12-18,PROD_0071,Consumer_Goods,1249,187,374,2248,122.32,0.292,0.18,SUP_0168
2024-12-18,PROD_0072,Consumer_Goods,1498,224,449,2696,104.44,0.156,0.384,SUP_0074
2024-12-18,PROD_0073,Industrial,1286,192,385,2314,117.37,0.253,0.307,SUP_0076
2024-12-18,PROD_0074,Healthcare,400,60,120,720,24.25,0.279,0.383,SUP_0155
2024-12-18,PROD_0075,Electronics,496,74,148,892,146.45,0.193,0.14,SUP_0102
2024-12-18,PROD_0076,Healthcare,202,30,60,363,138.23,0.181,0.261,SUP_0161
2024-12-18,PROD_0077,Electronics,124,18,37,223,100.07,0.154,0.109,SUP_0114
2024-12-18,PROD_0078,Industrial,836,125,250,1504,18.41,0.235,0.431,SUP_0041
2024-12-18,PROD_0079,Consumer_Goods,408,61,122,734,185.06,0.337,0.259,SUP_0114
2024-12-18,PROD_0080,Industrial,1010,151,303,1818,183.06,0.162,0.361,SUP_0141
2024-12-18,PROD_0081,Consumer_Goods,340,51,102,612,172.06,0.28,0.233,SUP_0088
2024-12-18,PROD_0082,Healthcare,1118,167,335,2012,179.56,0.288,0.341,SUP_0048
2024-12-18,PROD_0083,Industrial,213,31,63,383,63.0,0.189,0.356,SUP_0176
2024-12-18,PROD_0084,Industrial,1196,179,358,2152,49.59,0.3,0.399,SUP_0006
2024-12-18,PROD_0085,Automotive,2048,307,614,3686,21.75,0.349,0.432,SUP_0130
2024-12-18,PROD_0086,Electronics,565,84,169,1017,192.84,0.31,0.195,SUP_0040
2024-12-18,PROD_0087,Electronics,146,21,43,262,110.09,0.249,0.352,SUP_0182
2024-12-18,PROD_0088,Consumer_Goods,688,103,206,1238,116.57,0.316,0.411,SUP_0171
2024-12-18,PROD_0089,Electronics,448,67,134,806,16.79,0.269,0.152,SUP_0091
2024-12-18,PROD_0090,Automotive,464,69,139,835,49.21,0.324,0.126,SUP_0102
2024-12-18,PROD_0091,Consumer_Goods,1575,236,472,2835,73.94,0.324,0.197,SUP_0153
2024-12-18,PROD_0092,Healthcare,705,105,211,1269,36.16,0.285,0.194,SUP_0068
2024-12-18,PROD_0093,Electronics,1142,171,342,2055,57.69,0.346,0.399,SUP_0107
2024-12-18,PROD_0094,Consumer_Goods,106,15,31,190,101.21,0.251,0.413,SUP_0172
2024-12-18,PROD_0095,Automotive,882,132,264,1587,184.99,0.174,0.288,SUP_0198
2024-12-18,PROD_0096,Automotive,973,145,291,1751,181.86,0.177,0.337,SUP_0041
2024-12-18,PROD_0097,Healthcare,1157,173,347,2082,37.61,0.219,0.257,SUP_0067
2024-12-18,PROD_0098,Automotive,168,25,50,302,13.83,0.19,0.137,SUP_0005
2024-12-18,PROD_0099,Electronics,386,57,115,694,185.24,0.166,0.177,SUP_0067
2024-12-18,PROD_0100,Industrial,1097,164,329,1974,77.75,0.27,0.247,SUP_0182
2024-12-19,PROD_0001,Automotive,301,45,90,541,194.01,0.254,0.387,SUP_0185
2024-12-19,PROD_0002,Automotive,987,148,296,1776,105.65,0.195,0.168,SUP_0085
2024-12-19,PROD_0003,Electronics,479,71,143,862,42.61,0.174,0.361,SUP_0088
2024-12-19,PROD_0004,Electronics,1628,244,488,2930,122.88,0.265,0.187,SUP_0112
2024-12-19,PROD_0005,Healthcare,734,110,220,1321,126.63,0.235,0.269,SUP_0139
2024-12-19,PROD_0006,Healthcare,406,60,121,730,20.88,0.222,0.122,SUP_0082
2024-12-19,PROD_0007,Consumer_Goods,217,32,65,390,194.29,0.213,0.353,SUP_0131
2024-12-19,PROD_0008,Healthcare,200,30,60,360,88.87,0.327,0.385,SUP_0095
2024-12-19,PROD_0009,Consumer_Goods,1143,171,342,2057,122.91,0.161,0.37,SUP_0183
2024-12-19,PROD_0010,Healthcare,1450,217,435,2610,85.82,0.259,0.287,SUP_0083
2024-12-19,PROD_0011,Automotive,148,22,44,266,78.54,0.241,0.176,SUP_0008
2024-12-19,PROD_0012,Healthcare,1720,258,516,3096,87.59,0.231,0.262,SUP_0007
2024-12-19,PROD_0013,Automotive,912,136,273,1641,167.14,0.168,0.28,SUP_0093
2024-12-19,PROD_0014,Automotive,1324,198,397,2383,130.39,0.338,0.19,SUP_0174
2024-12-19,PROD_0015,Electronics,298,44,89,536,110.11,0.156,0.245,SUP_0049
2024-12-19,PROD_0016,Healthcare,1676,251,502,3016,35.13,0.278,0.178,SUP_0085
2024-12-19,PROD_0017,Consumer_Goods,509,76,152,916,33.0,0.161,0.316,SUP_0082
2024-12-19,PROD_0018,Electronics,1368,205,410,2462,135.8,0.337,0.153,SUP_0058
2024-12-19,PROD_0019,Automotive,1254,188,376,2257,43.34,0.29,0.175,SUP_0074
2024-12-19,PROD_0020,Healthcare,381,57,114,685,145.68,0.225,0.282,SUP_0104
2024-12-19,PROD_0021,Industrial,424,63,127,763,182.44,0.2,0.113,SUP_0003
2024-12-19,PROD_0022,Automotive,833,124,249,1499,56.23,0.178,0.409,SUP_0192
2024-12-19,PROD_0023,Healthcare,84,12,25,151,198.9,0.186,0.255,SUP_0120
2024-12-19,PROD_0024,Industrial,290,43,87,522,57.83,0.18,0.4,SUP_0096
2024-12-19,PROD_0025,Electronics,117,17,35,210,180.12,0.16,0.34,SUP_0185
2024-12-19,PROD_0026,Industrial,221,33,66,397,44.87,0.181,0.277,SUP_0074
2024-12-19,PROD_0027,Consumer_Goods,904,135,271,1627,73.65,0.26,0.306,SUP_0035
2024-12-19,PROD_0028,Healthcare,1073,160,321,1931,74.42,0.247,0.39,SUP_0097
2024-12-19,PROD_0029,Automotive,295,44,88,531,23.75,0.152,0.107,SUP_0028
2024-12-19,PROD_0030,Consumer_Goods,1410,211,423,2538,78.52,0.222,0.172,SUP_0058
2024-12-19,PROD_0031,Consumer_Goods,1358,203,407,2444,84.27,0.328,0.323,SUP_0013
2024-12-19,PROD_0032,Healthcare,987,148,296,1776,86.81,0.263,0.297,SUP_0046
2024-12-19,PROD_0033,Consumer_Goods,814,122,244,1465,115.65,0.306,0.406,SUP_0186
2024-12-19,PROD_0034,Consumer_Goods,323,48,96,581,158.42,0.168,0.245,SUP_0099
2024-12-19,PROD_0035,Industrial,939,140,281,1690,56.03,0.178,0.345,SUP_0175
2024-12-19,PROD_0036,Industrial,145,21,43,261,73.69,0.19,0.304,SUP_0083
2024-12-19,PROD_0037,Industrial,898,134,269,1616,138.92,0.189,0.208,SUP_0162
2024-12-19,PROD_0038,Automotive,783,117,234,1409,114.81,0.228,0.447,SUP_0009
2024-12-19,PROD_0039,Automotive,1201,180,360,2161,23.62,0.174,0.373,SUP_0184
2024-12-19,PROD_0040,Electronics,261,39,78,469,80.03,0.279,0.189,SUP_0194
2024-12-19,PROD_0041,Industrial,1320,198,396,2376,15.58,0.167,0.339,SUP_0093
2024-12-19,PROD_0042,Industrial,1118,167,335,2012,110.01,0.151,0.262,SUP_0072
2024-12-19,PROD_0043,Healthcare,1526,228,457,2746,149.6,0.277,0.389,SUP_0080
2024-12-19,PROD_0044,Consumer_Goods,979,146,293,1762,15.96,0.191,0.292,SUP_0139
2024-12-19,PROD_0045,Automotive,1284,192,385,2311,65.73,0.165,0.448,SUP_0149
2024-12-19,PROD_0046,Consumer_Goods,944,141,283,1699,167.43,0.191,0.421,SUP_0089
2024-12-19,PROD_0047,Healthcare,1048,157,314,1886,80.58,0.257,0.247,SUP_0138
2024-12-19,PROD_0048,Industrial,1118,167,335,2012,178.17,0.33,0.112,SUP_0017
2024-12-19,PROD_0049,Electronics,1031,154,309,1855,107.96,0.267,0.158,SUP_0050
2024-12-19,PROD_0050,Consumer_Goods,1840,276,552,3312,170.51,0.325,0.349,SUP_0138
2024-12-19,PROD_0051,Electronics,169,25,50,304,31.3,0.206,0.279,SUP_0119
2024-12-19,PROD_0052,Healthcare,972,145,291,1749,68.97,0.197,0.403,SUP_0186
2024-12-19,PROD_0053,Consumer_Goods,1325,198,397,2385,167.28,0.271,0.122,SUP_0169
2024-12-19,PROD_0054,Consumer_Goods,2148,322,644,3866,181.9,0.298,0.267,SUP_0082
2024-12-19,PROD_0055,Electronics,1246,186,373,2242,161.39,0.17,0.409,SUP_0113
2024-12-19,PROD_0056,Consumer_Goods,198,29,59,356,20.57,0.31,0.235,SUP_0061
2024-12-19,PROD_0057,Industrial,779,116,233,1402,187.83,0.306,0.124,SUP_0066
2024-12-19,PROD_0058,Consumer_Goods,755,113,226,1359,45.78,0.3,0.144,SUP_0169
2024-12-19,PROD_0059,Healthcare,1178,176,353,2120,15.93,0.293,0.245,SUP_0095
2024-12-19,PROD_0060,Electronics,412,61,123,741,48.07,0.166,0.293,SUP_0117
2024-12-19,PROD_0061,Electronics,1030,154,309,1854,82.01,0.152,0.426,SUP_0120
2024-12-19,PROD_0062,Automotive,1354,203,406,2437,151.9,0.247,0.255,SUP_0186
2024-12-19,PROD_0063,Healthcare,1226,183,367,2206,17.48,0.235,0.407,SUP_0145
2024-12-19,PROD_0064,Healthcare,774,116,232,1393,112.31,0.158,0.239,SUP_0157
2024-12-19,PROD_0065,Consumer_Goods,1529,229,458,2752,153.49,0.192,0.12,SUP_0033
2024-12-19,PROD_0066,Automotive,1409,211,422,2536,58.37,0.179,0.446,SUP_0186
2024-12-19,PROD_0067,Healthcare,810,121,243,1458,48.32,0.286,0.44,SUP_0110
2024-12-19,PROD_0068,Industrial,166,24,49,298,105.68,0.227,0.338,SUP_0110
2024-12-19,PROD_0069,Automotive,961,144,288,1729,33.97,0.229,0.271,SUP_0190
2024-12-19,PROD_0070,Automotive,588,88,176,1058,19.05,0.168,0.362,SUP_0023
2024-12-19,PROD_0071,Healthcare,1350,202,405,2430,197.19,0.348,0.267,SUP_0143
2024-12-19,PROD_0072,Healthcare,1435,215,430,2583,102.85,0.194,0.421,SUP_0046
2024-12-19,PROD_0073,Industrial,1508,226,452,2714,96.47,0.315,0.247,SUP_0190
2024-12-19,PROD_0074,Consumer_Goods,488,73,146,878,139.25,0.277,0.168,SUP_0174
2024-12-19,PROD_0075,Industrial,1383,207,414,2489,64.66,0.292,0.223,SUP_0148
2024-12-19,PROD_0076,Industrial,1708,256,512,3074,40.45,0.298,0.378,SUP_0061
2024-12-19,PROD_0077,Automotive,858,128,257,1544,63.9,0.303,0.222,SUP_0115
2024-12-19,PROD_0078,Healthcare,551,82,165,991,50.67,0.238,0.444,SUP_0165
2024-12-19,PROD_0079,Automotive,1703,255,510,3065,63.22,0.171,0.135,SUP_0147
2024-12-19,PROD_0080,Electronics,860,129,258,1548,173.29,0.205,0.127,SUP_0066
2024-12-19,PROD_0081,Consumer_Goods,1741,261,522,3133,144.01,0.214,0.256,SUP_0114
2024-12-19,PROD_0082,Industrial,818,122,245,1472,74.12,0.244,0.262,SUP_0142
2024-12-19,PROD_0083,Electronics,828,124,248,1490,51.69,0.345,0.262,SUP_0059
2024-12-19,PROD_0084,Automotive,1683,252,504,3029,72.08,0.167,0.237,SUP_0176
2024-12-19,PROD_0085,Healthcare,1205,180,361,2169,148.28,0.265,0.183,SUP_0179
2024-12-19,PROD_0086,Industrial,2068,310,620,3722,114.85,0.243,0.261,SUP_0124
2024-12-19,PROD_0087,Electronics,1454,218,436,2617,152.55,0.303,0.307,SUP_0006
2024-12-19,PROD_0088,Electronics,2007,301,602,3612,151.16,0.172,0.365,SUP_0185
2024-12-19,PROD_0089,Consumer_Goods,149,22,44,268,88.52,0.232,0.316,SUP_0097
2024-12-19,PROD_0090,Electronics,779,116,233,1402,174.92,0.254,0.155,SUP_0013
2024-12-19,PROD_0091,Automotive,719,107,215,1294,120.74,0.18,0.211,SUP_0095
2024-12-19,PROD_0092,Electronics,1735,260,520,3123,177.6,0.288,0.187,SUP_0192
2024-12-19,PROD_0093,Electronics,449,67,134,808,112.48,0.23,0.41,SUP_0021
2024-12-19,PROD_0094,Consumer_Goods,484,72,145,871,34.01,0.311,0.133,SUP_0043
2024-12-19,PROD_0095,Healthcare,1325,198,397,2385,77.61,0.226,0.32,SUP_0199
2024-12-19,PROD_0096,Healthcare,656,98,196,1180,46.21,0.156,0.254,SUP_0011
2024-12-19,PROD_0097,Automotive,1707,256,512,3072,152.78,0.18,0.438,SUP_0195
2024-12-19,PROD_0098,Electronics,1494,224,448,2689,111.83,0.248,0.202,SUP_0117
2024-12-19,PROD_0099,Industrial,2202,330,660,3963,47.23,0.15,0.219,SUP_0076
2024-12-19,PROD_0100,Electronics,2314,347,694,4165,149.05,0.265,0.375,SUP_0014
2024-12-20,PROD_0001,Healthcare,1317,197,395,2370,29.11,0.153,0.144,SUP_0197
2024-12-20,PROD_0002,Automotive,1414,212,424,2545,21.18,0.296,0.2,SUP_0119
2024-12-20,PROD_0003,Industrial,858,128,257,1544,151.66,0.15,0.232,SUP_0075
2024-12-20,PROD_0004,Consumer_Goods,545,81,163,981,17.0,0.234,0.125,SUP_0058
2024-12-20,PROD_0005,Consumer_Goods,1272,190,381,2289,67.95,0.189,0.116,SUP_0109
2024-12-20,PROD_0006,Consumer_Goods,1065,159,319,1917,130.39,0.301,0.168,SUP_0159
2024-12-20,PROD_0007,Consumer_Goods,849,127,254,1528,145.24,0.162,0.376,SUP_0185
2024-12-20,PROD_0008,Consumer_Goods,1252,187,375,2253,193.65,0.184,0.324,SUP_0171
2024-12-20,PROD_0009,Healthcare,855,128,256,1539,89.36,0.327,0.352,SUP_0035
2024-12-20,PROD_0010,Consumer_Goods,950,142,285,1710,125.85,0.158,0.272,SUP_0163
2024-12-20,PROD_0011,Industrial,136,20,40,244,24.26,0.309,0.441,SUP_0095
2024-12-20,PROD_0012,Automotive,775,116,232,1395,168.95,0.254,0.151,SUP_0016
2024-12-20,PROD_0013,Industrial,1396,209,418,2512,22.81,0.302,0.398,SUP_0106
2024-12-20,PROD_0014,Automotive,683,102,204,1229,147.14,0.317,0.374,SUP_0083
2024-12-20,PROD_0015,Consumer_Goods,1562,234,468,2811,184.9,0.25,0.115,SUP_0103
2024-12-20,PROD_0016,Industrial,565,84,169,1017,29.55,0.34,0.122,SUP_0028
2024-12-20,PROD_0017,Automotive,865,129,259,1557,32.27,0.282,0.196,SUP_0177
2024-12-20,PROD_0018,Industrial,121,18,36,217,112.62,0.215,0.417,SUP_0137
2024-12-20,PROD_0019,Healthcare,1326,198,397,2386,80.13,0.332,0.118,SUP_0158
2024-12-20,PROD_0020,Automotive,995,149,298,1791,168.19,0.293,0.149,SUP_0057
2024-12-20,PROD_0021,Electronics,1203,180,360,2165,26.48,0.236,0.406,SUP_0142
2024-12-20,PROD_0022,Industrial,1661,249,498,2989,30.44,0.239,0.31,SUP_0130
2024-12-20,PROD_0023,Healthcare,1672,250,501,3009,62.55,0.151,0.203,SUP_0105
2024-12-20,PROD_0024,Consumer_Goods,1414,212,424,2545,159.93,0.223,0.162,SUP_0063
2024-12-20,PROD_0025,Industrial,1298,194,389,2336,141.37,0.164,0.292,SUP_0189
2024-12-20,PROD_0026,Healthcare,245,36,73,441,123.68,0.337,0.264,SUP_0171
2024-12-20,PROD_0027,Electronics,567,85,170,1020,18.72,0.333,0.136,SUP_0064
2024-12-20,PROD_0028,Automotive,1018,152,305,1832,50.18,0.298,0.164,SUP_0047
2024-12-20,PROD_0029,Electronics,1546,231,463,2782,76.39,0.295,0.429,SUP_0044
2024-12-20,PROD_0030,Electronics,216,32,64,388,18.22,0.27,0.177,SUP_0075
2024-12-20,PROD_0031,Industrial,530,79,159,954,140.7,0.248,0.101,SUP_0072
2024-12-20,PROD_0032,Consumer_Goods,1152,172,345,2073,132.51,0.34,0.381,SUP_0199
2024-12-20,PROD_0033,Healthcare,430,64,129,774,65.94,0.248,0.443,SUP_0095
2024-12-20,PROD_0034,Healthcare,764,114,229,1375,107.44,0.246,0.195,SUP_0016
2024-12-20,PROD_0035,Industrial,688,103,206,1238,114.01,0.206,0.168,SUP_0040
2024-12-20,PROD_0036,Automotive,1412,211,423,2541,85.81,0.33,0.147,SUP_0160
2024-12-20,PROD_0037,Electronics,964,144,289,1735,171.74,0.212,0.442,SUP_0108
2024-12-20,PROD_0038,Electronics,1527,229,458,2748,151.53,0.232,0.355,SUP_0080
2024-12-20,PROD_0039,Healthcare,525,78,157,945,187.08,0.19,0.359,SUP_0165
2024-12-20,PROD_0040,Industrial,69,10,20,124,81.5,0.199,0.107,SUP_0044
2024-12-20,PROD_0041,Automotive,1242,186,372,2235,166.14,0.293,0.406,SUP_0197
2024-12-20,PROD_0042,Electronics,904,135,271,1627,181.67,0.188,0.138,SUP_0122
2024-12-20,PROD_0043,Electronics,1036,155,310,1864,19.34,0.198,0.196,SUP_0068
2024-12-20,PROD_0044,Electronics,765,114,229,1377,64.9,0.272,0.28,SUP_0158
2024-12-20,PROD_0045,Automotive,258,38,77,464,67.68,0.265,0.396,SUP_0029
2024-12-20,PROD_0046,Automotive,1948,292,584,3506,75.44,0.189,0.339,SUP_0121
2024-12-20,PROD_0047,Consumer_Goods,1760,264,528,3168,70.19,0.344,0.404,SUP_0173
2024-12-20,PROD_0048,Healthcare,372,55,111,669,105.87,0.284,0.411,SUP_0146
2024-12-20,PROD_0049,Healthcare,176,26,52,316,183.74,0.187,0.166,SUP_0181
2024-12-20,PROD_0050,Healthcare,1852,277,555,3333,45.53,0.224,0.116,SUP_0160
2024-12-20,PROD_0051,Industrial,719,107,215,1294,180.7,0.175,0.141,SUP_0130
2024-12-20,PROD_0052,Industrial,839,125,251,1510,122.74,0.245,0.39,SUP_0157
2024-12-20,PROD_0053,Healthcare,627,94,188,1128,47.3,0.332,0.341,SUP_0076
2024-12-20,PROD_0054,Consumer_Goods,134,20,40,241,24.47,0.239,0.249,SUP_0084
2024-12-20,PROD_0055,Automotive,1911,286,573,3439,56.95,0.319,0.422,SUP_0112
2024-12-20,PROD_0056,Automotive,855,128,256,1539,116.15,0.227,0.265,SUP_0006
2024-12-20,PROD_0057,Healthcare,604,90,181,1087,140.77,0.251,0.425,SUP_0153
2024-12-20,PROD_0058,Consumer_Goods,306,45,91,550,66.45,0.331,0.153,SUP_0103
2024-12-20,PROD_0059,Consumer_Goods,1765,264,529,3177,118.05,0.228,0.424,SUP_0159
2024-12-20,PROD_0060,Healthcare,1551,232,465,2791,107.13,0.312,0.341,SUP_0070
2024-12-20,PROD_0061,Consumer_Goods,1600,240,480,2880,23.31,0.226,0.189,SUP_0158
2024-12-20,PROD_0062,Automotive,467,70,140,840,199.04,0.332,0.113,SUP_0140
2024-12-20,PROD_0063,Automotive,865,129,259,1557,104.08,0.237,0.337,SUP_0020
2024-12-20,PROD_0064,Industrial,1435,215,430,2583,34.54,0.173,0.161,SUP_0166
2024-12-20,PROD_0065,Industrial,1584,237,475,2851,136.84,0.274,0.253,SUP_0061
2024-12-20,PROD_0066,Industrial,624,93,187,1123,51.95,0.307,0.161,SUP_0144
2024-12-20,PROD_0067,Automotive,1314,197,394,2365,180.46,0.269,0.103,SUP_0197
2024-12-20,PROD_0068,Healthcare,372,55,111,669,138.8,0.276,0.276,SUP_0194
2024-12-20,PROD_0069,Automotive,731,109,219,1315,67.03,0.196,0.436,SUP_0030
2024-12-20,PROD_0070,Electronics,803,120,240,1445,157.85,0.292,0.154,SUP_0015
2024-12-20,PROD_0071,Automotive,119,17,35,214,112.43,0.295,0.318,SUP_0113
2024-12-20,PROD_0072,Industrial,1760,264,528,3168,170.91,0.276,0.185,SUP_0130
2024-12-20,PROD_0073,Electronics,1922,288,576,3459,173.22,0.237,0.275,SUP_0162
2024-12-20,PROD_0074,Consumer_Goods,1516,227,454,2728,187.09,0.152,0.125,SUP_0007
2024-12-20,PROD_0075,Industrial,1189,178,356,2140,15.29,0.214,0.334,SUP_0156
2024-12-20,PROD_0076,Industrial,533,79,159,959,178.98,0.293,0.405,SUP_0110
2024-12-20,PROD_0077,Healthcare,1367,205,410,2460,169.98,0.332,0.13,SUP_0127
2024-12-20,PROD_0078,Automotive,438,65,131,788,190.34,0.167,0.25,SUP_0072
2024-12-20,PROD_0079,Healthcare,1112,166,333,2001,144.84,0.156,0.414,SUP_0031
2024-12-20,PROD_0080,Electronics,1912,286,573,3441,121.47,0.288,0.251,SUP_0101
2024-12-20,PROD_0081,Industrial,706,105,211,1270,174.34,0.223,0.141,SUP_0051
2024-12-20,PROD_0082,Industrial,699,104,209,1258,101.07,0.187,0.318,SUP_0083
2024-12-20,PROD_0083,Automotive,1681,252,504,3025,180.32,0.333,0.37,SUP_0129
2024-12-20,PROD_0084,Industrial,916,137,274,1648,76.81,0.263,0.339,SUP_0067
2024-12-20,PROD_0085,Industrial,1630,244,489,2934,39.11,0.293,0.14,SUP_0070
2024-12-20,PROD_0086,Electronics,1073,160,321,1931,173.79,0.311,0.199,SUP_0155
2024-12-20,PROD_0087,Electronics,1020,153,306,1836,166.31,0.281,0.168,SUP_0132
2024-12-20,PROD_0088,Consumer_Goods,490,73,147,882,153.73,0.189,0.338,SUP_0111
2024-12-20,PROD_0089,Electronics,171,25,51,307,130.63,0.153,0.447,SUP_0147
2024-12-20,PROD_0090,Electronics,98,14,29,176,86.36,0.152,0.127,SUP_0114
2024-12-20,PROD_0091,Industrial,174,26,52,313,46.9,0.312,0.308,SUP_0007
2024-12-20,PROD_0092,Healthcare,2045,306,613,3681,21.14,0.258,0.129,SUP_0199
2024-12-20,PROD_0093,Industrial,1367,205,410,2460,86.0,0.236,0.434,SUP_0163
2024-12-20,PROD_0094,Healthcare,1810,271,543,3258,51.75,0.178,0.117,SUP_0043
2024-12-20,PROD_0095,Healthcare,687,103,206,1236,143.16,0.341,0.432,SUP_0090
2024-12-20,PROD_0096,Electronics,602,90,180,1083,17.26,0.294,0.42,SUP_0103
2024-12-20,PROD_0097,Electronics,776,116,232,1396,190.86,0.304,0.269,SUP_0188
2024-12-20,PROD_0098,Healthcare,407,61,122,732,15.24,0.249,0.365,SUP_0051
2024-12-20,PROD_0099,Consumer_Goods,946,141,283,1702,132.64,0.196,0.182,SUP_0106
2024-12-20,PROD_0100,Consumer_Goods,1608,241,482,2894,84.91,0.347,0.153,SUP_0156
2024-12-21,PROD_0001,Consumer_Goods,823,123,246,1481,27.67,0.279,0.353,SUP_0095
2024-12-21,PROD_0002,Consumer_Goods,112,16,33,201,144.9,0.217,0.325,SUP_0054
2024-12-21,PROD_0003,Healthcare,281,42,84,505,68.88,0.178,0.354,SUP_0152
2024-12-21,PROD_0004,Electronics,1781,267,534,3205,141.99,0.152,0.393,SUP_0103
2024-12-21,PROD_0005,Industrial,614,92,184,1105,167.09,0.292,0.427,SUP_0180
2024-12-21,PROD_0006,Healthcare,797,119,239,1434,99.21,0.304,0.365,SUP_0075
2024-12-21,PROD_0007,Consumer_Goods,1910,286,573,3438,147.85,0.176,0.252,SUP_0114
2024-12-21,PROD_0008,Electronics,193,28,57,347,103.27,0.182,0.4,SUP_0141
2024-12-21,PROD_0009,Consumer_Goods,1312,196,393,2361,149.97,0.207,0.234,SUP_0080
2024-12-21,PROD_0010,Automotive,244,36,73,439,185.62,0.151,0.229,SUP_0054
2024-12-21,PROD_0011,Electronics,443,66,132,797,48.83,0.348,0.279,SUP_0185
2024-12-21,PROD_0012,Electronics,189,28,56,340,49.33,0.237,0.364,SUP_0079
2024-12-21,PROD_0013,Consumer_Goods,862,129,258,1551,147.41,0.272,0.138,SUP_0121
2024-12-21,PROD_0014,Industrial,1075,161,322,1935,78.77,0.317,0.27,SUP_0019
2024-12-21,PROD_0015,Consumer_Goods,286,42,85,514,194.14,0.237,0.296,SUP_0104
2024-12-21,PROD_0016,Consumer_Goods,902,135,270,1623,13.79,0.277,0.228,SUP_0065
2024-12-21,PROD_0017,Healthcare,1848,277,554,3326,150.38,0.226,0.272,SUP_0060
2024-12-21,PROD_0018,Industrial,1502,225,450,2703,111.15,0.222,0.253,SUP_0172
2024-12-21,PROD_0019,Consumer_Goods,321,48,96,577,149.52,0.338,0.413,SUP_0013
2024-12-21,PROD_0020,Electronics,205,30,61,369,57.79,0.221,0.191,SUP_0040
2024-12-21,PROD_0021,Electronics,1294,194,388,2329,16.76,0.185,0.192,SUP_0180
2024-12-21,PROD_0022,Automotive,1541,231,462,2773,143.91,0.242,0.317,SUP_0017
2024-12-21,PROD_0023,Healthcare,474,71,142,853,175.91,0.176,0.383,SUP_0167
2024-12-21,PROD_0024,Electronics,875,131,262,1575,75.78,0.305,0.4,SUP_0127
2024-12-21,PROD_0025,Automotive,590,88,177,1062,159.28,0.167,0.354,SUP_0094
2024-12-21,PROD_0026,Industrial,1732,259,519,3117,19.15,0.327,0.237,SUP_0009
2024-12-21,PROD_0027,Automotive,1352,202,405,2433,47.84,0.185,0.436,SUP_0195
2024-12-21,PROD_0028,Automotive,318,47,95,572,128.38,0.326,0.183,SUP_0146
2024-12-21,PROD_0029,Consumer_Goods,185,27,55,333,66.49,0.347,0.177,SUP_0090
2024-12-21,PROD_0030,Electronics,102,15,30,183,125.96,0.196,0.379,SUP_0072
2024-12-21,PROD_0031,Electronics,1349,202,404,2428,155.8,0.169,0.177,SUP_0062
2024-12-21,PROD_0032,Consumer_Goods,940,141,282,1692,38.7,0.339,0.361,SUP_0005
2024-12-21,PROD_0033,Electronics,1223,183,366,2201,58.09,0.246,0.422,SUP_0190
2024-12-21,PROD_0034,Consumer_Goods,1088,163,326,1958,32.8,0.342,0.449,SUP_0115
2024-12-21,PROD_0035,Consumer_Goods,91,13,27,163,32.98,0.242,0.147,SUP_0170
2024-12-21,PROD_0036,Consumer_Goods,1195,179,358,2151,89.65,0.305,0.186,SUP_0080
2024-12-21,PROD_0037,Electronics,346,51,103,622,133.94,0.326,0.252,SUP_0080
2024-12-21,PROD_0038,Industrial,1180,177,354,2124,125.3,0.305,0.317,SUP_0168
2024-12-21,PROD_0039,Automotive,296,44,88,532,181.78,0.246,0.408,SUP_0055
2024-12-21,PROD_0040,Healthcare,1032,154,309,1857,140.53,0.264,0.167,SUP_0058
2024-12-21,PROD_0041,Industrial,953,142,285,1715,139.16,0.262,0.105,SUP_0014
2024-12-21,PROD_0042,Automotive,1194,179,358,2149,82.58,0.333,0.354,SUP_0150
